date,product_id,center_id,units_demanded,units_sold,closing_stock,stockout_units,units_received,units_reordered
2023-08-18,SKU-001,DC-06,189,189,549,0,0,0
2023-08-19,SKU-001,DC-06,164,164,385,0,0,0
2023-08-20,SKU-001,DC-06,108,108,277,0,0,2221
2023-08-21,SKU-001,DC-06,149,149,128,0,0,0
2023-08-22,SKU-001,DC-06,118,118,10,0,0,0
2023-08-23,SKU-001,DC-06,170,10,0,160,0,0
2023-08-24,SKU-001,DC-06,256,256,1965,0,2221,0
2023-08-25,SKU-001,DC-06,107,107,1858,0,0,0
2023-08-26,SKU-001,DC-06,113,113,1745,0,0,0
2023-08-27,SKU-001,DC-06,69,69,1676,0,0,0
2023-08-28,SKU-001,DC-06,71,71,1605,0,0,0
2023-08-29,SKU-001,DC-06,136,136,1469,0,0,0
2023-08-30,SKU-001,DC-06,75,75,1394,0,0,0
2023-08-31,SKU-001,DC-06,428,428,966,0,0,0
2023-09-01,SKU-001,DC-06,87,87,879,0,0,0
2023-09-02,SKU-001,DC-06,91,91,788,0,0,0
2023-09-03,SKU-001,DC-06,30,30,758,0,0,1740
2023-09-04,SKU-001,DC-06,145,145,613,0,0,0
2023-09-05,SKU-001,DC-06,201,201,412,0,0,0
2023-09-06,SKU-001,DC-06,136,136,276,0,0,0
2023-09-07,SKU-001,DC-06,60,60,1956,0,1740,0
2023-09-08,SKU-001,DC-06,161,161,1795,0,0,0
2023-09-09,SKU-001,DC-06,159,159,1636,0,0,0
2023-09-10,SKU-001,DC-06,106,106,1530,0,0,0
2023-09-11,SKU-001,DC-06,96,96,1434,0,0,0
2023-09-12,SKU-001,DC-06,194,194,1240,0,0,0
2023-09-13,SKU-001,DC-06,85,85,1155,0,0,0
2023-09-14,SKU-001,DC-06,266,266,889,0,0,0
2023-09-15,SKU-001,DC-06,139,139,750,0,0,0
2023-09-16,SKU-001,DC-06,152,152,598,0,0,0
2023-09-17,SKU-001,DC-06,97,97,501,0,0,1997
2023-09-18,SKU-001,DC-06,230,230,271,0,0,0
2023-09-19,SKU-001,DC-06,125,125,146,0,0,0
2023-09-20,SKU-001,DC-06,365,146,0,219,0,0
2023-09-21,SKU-001,DC-06,199,199,1798,0,1997,0
2023-09-22,SKU-001,DC-06,166,166,1632,0,0,0
2023-09-23,SKU-001,DC-06,95,95,1537,0,0,0
2023-09-24,SKU-001,DC-06,143,143,1394,0,0,0
2023-09-25,SKU-001,DC-06,148,148,1246,0,0,0
2023-09-26,SKU-001,DC-06,129,129,1117,0,0,0
2023-09-27,SKU-001,DC-06,364,364,753,0,0,0
2023-09-28,SKU-001,DC-06,48,48,705,0,0,0
2023-09-29,SKU-001,DC-06,160,160,545,0,0,0
2023-09-30,SKU-001,DC-06,73,73,472,0,0,0
2023-10-01,SKU-001,DC-06,97,97,375,0,0,2123
2023-10-02,SKU-001,DC-06,188,188,187,0,0,0
2023-10-03,SKU-001,DC-06,203,187,0,16,0,0
2023-10-04,SKU-001,DC-06,126,0,0,126,0,0
2023-10-05,SKU-001,DC-06,96,96,2027,0,2123,0
2023-10-06,SKU-001,DC-06,211,211,1816,0,0,0
2023-10-07,SKU-001,DC-06,114,114,1702,0,0,0
2023-10-08,SKU-001,DC-06,180,180,1522,0,0,0
2023-10-09,SKU-001,DC-06,381,381,1141,0,0,0
2023-10-10,SKU-001,DC-06,288,288,853,0,0,0
2023-10-11,SKU-001,DC-06,275,275,578,0,0,0
2023-10-12,SKU-001,DC-06,219,219,359,0,0,0
2023-10-13,SKU-001,DC-06,48,48,311,0,0,0
2023-10-14,SKU-001,DC-06,158,158,153,0,0,0
2023-10-15,SKU-001,DC-06,175,153,0,22,0,2498
2023-10-16,SKU-001,DC-06,183,0,0,183,0,0
2023-10-17,SKU-001,DC-06,296,0,0,296,0,0
2023-10-18,SKU-001,DC-06,355,0,0,355,0,0
2023-10-19,SKU-001,DC-06,151,151,2347,0,2498,0
2023-10-20,SKU-001,DC-06,324,324,2023,0,0,0
2023-10-21,SKU-001,DC-06,155,155,1868,0,0,0
2023-10-22,SKU-001,DC-06,67,67,1801,0,0,0
2023-10-23,SKU-001,DC-06,263,263,1538,0,0,0
2023-10-24,SKU-001,DC-06,343,343,1195,0,0,0
2023-10-25,SKU-001,DC-06,446,446,749,0,0,0
2023-10-26,SKU-001,DC-06,380,380,369,0,0,0
2023-10-27,SKU-001,DC-06,255,255,114,0,0,0
2023-10-28,SKU-001,DC-06,101,101,13,0,0,0
2023-10-29,SKU-001,DC-06,79,13,0,66,0,2498
2023-10-30,SKU-001,DC-06,218,0,0,218,0,0
2023-10-31,SKU-001,DC-06,363,0,0,363,0,0
2023-11-01,SKU-001,DC-06,312,0,0,312,0,0
2023-11-02,SKU-001,DC-06,191,191,2307,0,2498,0
2023-11-03,SKU-001,DC-06,259,259,2048,0,0,0
2023-11-04,SKU-001,DC-06,108,108,1940,0,0,0
2023-11-05,SKU-001,DC-06,165,165,1775,0,0,0
2023-11-06,SKU-001,DC-06,139,139,1636,0,0,0
2023-11-07,SKU-001,DC-06,492,492,1144,0,0,0
2023-11-08,SKU-001,DC-06,204,204,940,0,0,0
2023-11-09,SKU-001,DC-06,177,177,763,0,0,0
2023-11-10,SKU-001,DC-06,246,246,517,0,0,0
2023-11-11,SKU-001,DC-06,276,276,241,0,0,0
2023-11-12,SKU-001,DC-06,183,183,58,0,0,2440
2023-11-13,SKU-001,DC-06,327,58,0,269,0,0
2023-11-14,SKU-001,DC-06,276,0,0,276,0,0
2023-11-15,SKU-001,DC-06,315,0,0,315,0,0
2023-11-16,SKU-001,DC-06,274,274,2166,0,2440,0
2023-11-17,SKU-001,DC-06,340,340,1826,0,0,0
2023-11-18,SKU-001,DC-06,172,172,1654,0,0,0
2023-11-19,SKU-001,DC-06,98,98,1556,0,0,0
2023-11-20,SKU-001,DC-06,148,148,1408,0,0,0
2023-11-21,SKU-001,DC-06,291,291,1117,0,0,0
2023-11-22,SKU-001,DC-06,67,67,1050,0,0,0
2023-11-23,SKU-001,DC-06,167,167,883,0,0,0
2023-11-24,SKU-001,DC-06,323,323,560,0,0,0
2023-11-25,SKU-001,DC-06,148,148,412,0,0,0
2023-11-26,SKU-001,DC-06,136,136,276,0,0,2222
2023-11-27,SKU-001,DC-06,116,116,160,0,0,0
2023-11-28,SKU-001,DC-06,186,160,0,26,0,0
2023-11-29,SKU-001,DC-06,357,0,0,357,0,0
2023-11-30,SKU-001,DC-06,117,117,2105,0,2222,0
2023-12-01,SKU-001,DC-06,158,158,1947,0,0,0
2023-12-02,SKU-001,DC-06,114,114,1833,0,0,0
2023-12-03,SKU-001,DC-06,196,196,1637,0,0,0
2023-12-04,SKU-001,DC-06,171,171,1466,0,0,0
2023-12-05,SKU-001,DC-06,192,192,1274,0,0,0
2023-12-06,SKU-001,DC-06,93,93,1181,0,0,0
2023-12-07,SKU-001,DC-06,216,216,965,0,0,0
2023-12-08,SKU-001,DC-06,213,213,752,0,0,0
2023-12-09,SKU-001,DC-06,254,254,498,0,0,0
2023-12-10,SKU-001,DC-06,80,80,418,0,0,2080
2023-12-11,SKU-001,DC-06,303,303,115,0,0,0
2023-12-12,SKU-001,DC-06,113,113,2,0,0,0
2023-12-13,SKU-001,DC-06,222,2,0,220,0,0
2023-12-14,SKU-001,DC-06,235,235,1845,0,2080,0
2023-12-15,SKU-001,DC-06,243,243,1602,0,0,0
2023-12-16,SKU-001,DC-06,170,170,1432,0,0,0
2023-12-17,SKU-001,DC-06,258,258,1174,0,0,0
2023-12-18,SKU-001,DC-06,170,170,1004,0,0,0
2023-12-19,SKU-001,DC-06,327,327,677,0,0,0
2023-12-20,SKU-001,DC-06,327,327,350,0,0,0
2023-12-21,SKU-001,DC-06,385,350,0,35,0,0
2023-12-22,SKU-001,DC-06,212,0,0,212,0,0
2023-12-23,SKU-001,DC-06,198,0,0,198,0,0
2023-12-24,SKU-001,DC-06,130,0,0,130,0,2498
2023-12-25,SKU-001,DC-06,453,0,0,453,0,0
2023-12-26,SKU-001,DC-06,206,0,0,206,0,0
2023-12-27,SKU-001,DC-06,267,0,0,267,0,0
2023-12-28,SKU-001,DC-06,342,342,2156,0,2498,0
2023-12-29,SKU-001,DC-06,265,265,1891,0,0,0
2023-12-30,SKU-001,DC-06,114,114,1777,0,0,0
2023-12-31,SKU-001,DC-06,163,163,1614,0,0,0
2024-01-01,SKU-001,DC-06,449,449,1165,0,0,0
2024-01-02,SKU-001,DC-06,348,348,817,0,0,0
2024-01-03,SKU-001,DC-06,151,151,666,0,0,0
2024-01-04,SKU-001,DC-06,360,360,306,0,0,0
2024-01-05,SKU-001,DC-06,322,306,0,16,0,0
2024-01-06,SKU-001,DC-06,180,0,0,180,0,0
2024-01-07,SKU-001,DC-06,96,0,0,96,0,2498
2024-01-08,SKU-001,DC-06,399,0,0,399,0,0
2024-01-09,SKU-001,DC-06,333,0,0,333,0,0
2024-01-10,SKU-001,DC-06,241,0,0,241,0,0
2024-01-11,SKU-001,DC-06,453,453,2045,0,2498,0
2024-01-12,SKU-001,DC-06,297,297,1748,0,0,0
2024-01-13,SKU-001,DC-06,54,54,1694,0,0,0
2024-01-14,SKU-001,DC-06,79,79,1615,0,0,0
2024-01-15,SKU-001,DC-06,208,208,1407,0,0,0
2024-01-16,SKU-001,DC-06,267,267,1140,0,0,0
2024-01-17,SKU-001,DC-06,272,272,868,0,0,0
2024-01-18,SKU-001,DC-06,278,278,590,0,0,0
2024-01-19,SKU-001,DC-06,103,103,487,0,0,0
2024-01-20,SKU-001,DC-06,123,123,364,0,0,0
2024-01-21,SKU-001,DC-06,323,323,41,0,0,2457
2024-01-22,SKU-001,DC-06,204,41,0,163,0,0
2024-01-23,SKU-001,DC-06,180,0,0,180,0,0
2024-01-24,SKU-001,DC-06,229,0,0,229,0,0
2024-01-25,SKU-001,DC-06,291,291,2166,0,2457,0
2024-01-26,SKU-001,DC-06,260,260,1906,0,0,0
2024-01-27,SKU-001,DC-06,268,268,1638,0,0,0
2024-01-28,SKU-001,DC-06,150,150,1488,0,0,0
2024-01-29,SKU-001,DC-06,358,358,1130,0,0,0
2024-01-30,SKU-001,DC-06,197,197,933,0,0,0
2024-01-31,SKU-001,DC-06,368,368,565,0,0,0
2024-02-01,SKU-001,DC-06,271,271,294,0,0,0
2024-02-02,SKU-001,DC-06,333,294,0,39,0,0
2024-02-03,SKU-001,DC-06,41,0,0,41,0,0
2024-02-04,SKU-001,DC-06,197,0,0,197,0,2498
2024-02-05,SKU-001,DC-06,294,0,0,294,0,0
2024-02-06,SKU-001,DC-06,278,0,0,278,0,0
2024-02-07,SKU-001,DC-06,333,0,0,333,0,0
2024-02-08,SKU-001,DC-06,233,233,2265,0,2498,0
2024-02-09,SKU-001,DC-06,244,244,2021,0,0,0
2024-02-10,SKU-001,DC-06,83,83,1938,0,0,0
2024-02-11,SKU-001,DC-06,193,193,1745,0,0,0
2024-02-12,SKU-001,DC-06,287,287,1458,0,0,0
2024-02-13,SKU-001,DC-06,101,101,1357,0,0,0
2024-02-14,SKU-001,DC-06,542,542,815,0,0,0
2024-02-15,SKU-001,DC-06,271,271,544,0,0,0
2024-02-16,SKU-001,DC-06,313,313,231,0,0,0
2024-02-17,SKU-001,DC-06,197,197,34,0,0,0
2024-02-18,SKU-001,DC-06,249,34,0,215,0,2498
2024-02-19,SKU-001,DC-06,202,0,0,202,0,0
2024-02-20,SKU-001,DC-06,120,0,0,120,0,0
2024-02-21,SKU-001,DC-06,135,0,0,135,0,0
2024-02-22,SKU-001,DC-06,425,425,2073,0,2498,0
2024-02-23,SKU-001,DC-06,454,454,1619,0,0,0
2024-02-24,SKU-001,DC-06,111,111,1508,0,0,0
2024-02-25,SKU-001,DC-06,131,131,1377,0,0,0
2024-02-26,SKU-001,DC-06,313,313,1064,0,0,0
2024-02-27,SKU-001,DC-06,181,181,883,0,0,0
2024-02-28,SKU-001,DC-06,464,464,419,0,0,0
2024-02-29,SKU-001,DC-06,217,217,202,0,0,0
2024-03-01,SKU-001,DC-06,172,172,30,0,0,0
2024-03-02,SKU-001,DC-06,115,30,0,85,0,0
2024-03-03,SKU-001,DC-06,118,0,0,118,0,2498
2024-03-04,SKU-001,DC-06,314,0,0,314,0,0
2024-03-05,SKU-001,DC-06,148,0,0,148,0,0
2024-03-06,SKU-001,DC-06,293,0,0,293,0,0
2024-03-07,SKU-001,DC-06,146,146,2352,0,2498,0
2024-03-08,SKU-001,DC-06,299,299,2053,0,0,0
2024-03-09,SKU-001,DC-06,81,81,1972,0,0,0
2024-03-10,SKU-001,DC-06,126,126,1846,0,0,0
2024-03-11,SKU-001,DC-06,383,383,1463,0,0,0
2024-03-12,SKU-001,DC-06,469,469,994,0,0,0
2024-03-13,SKU-001,DC-06,318,318,676,0,0,0
2024-03-14,SKU-001,DC-06,197,197,479,0,0,0
2024-03-15,SKU-001,DC-06,256,256,223,0,0,0
2024-03-16,SKU-001,DC-06,136,136,87,0,0,0
2024-03-17,SKU-001,DC-06,193,87,0,106,0,2498
2024-03-18,SKU-001,DC-06,308,0,0,308,0,0
2024-03-19,SKU-001,DC-06,466,0,0,466,0,0
2024-03-20,SKU-001,DC-06,237,0,0,237,0,0
2024-03-21,SKU-001,DC-06,193,193,2305,0,2498,0
2024-03-22,SKU-001,DC-06,312,312,1993,0,0,0
2024-03-23,SKU-001,DC-06,114,114,1879,0,0,0
2024-03-24,SKU-001,DC-06,118,118,1761,0,0,0
2024-03-25,SKU-001,DC-06,231,231,1530,0,0,0
2024-03-26,SKU-001,DC-06,291,291,1239,0,0,0
2024-03-27,SKU-001,DC-06,232,232,1007,0,0,0
2024-03-28,SKU-001,DC-06,218,218,789,0,0,0
2024-03-29,SKU-001,DC-06,226,226,563,0,0,0
2024-03-30,SKU-001,DC-06,181,181,382,0,0,0
2024-03-31,SKU-001,DC-06,73,73,309,0,0,2189
2024-04-01,SKU-001,DC-06,264,264,45,0,0,0
2024-04-02,SKU-001,DC-06,283,45,0,238,0,0
2024-04-03,SKU-001,DC-06,228,0,0,228,0,0
2024-04-04,SKU-001,DC-06,188,188,2001,0,2189,0
2024-04-05,SKU-001,DC-06,103,103,1898,0,0,0
2024-04-06,SKU-001,DC-06,155,155,1743,0,0,0
2024-04-07,SKU-001,DC-06,83,83,1660,0,0,0
2024-04-08,SKU-001,DC-06,229,229,1431,0,0,0
2024-04-09,SKU-001,DC-06,110,110,1321,0,0,0
2024-04-10,SKU-001,DC-06,211,211,1110,0,0,0
2024-04-11,SKU-001,DC-06,157,157,953,0,0,0
2024-04-12,SKU-001,DC-06,243,243,710,0,0,0
2024-04-13,SKU-001,DC-06,81,81,629,0,0,0
2024-04-14,SKU-001,DC-06,102,102,527,0,0,1971
2024-04-15,SKU-001,DC-06,195,195,332,0,0,0
2024-04-16,SKU-001,DC-06,447,332,0,115,0,0
2024-04-17,SKU-001,DC-06,207,0,0,207,0,0
2024-04-18,SKU-001,DC-06,223,223,1748,0,1971,0
2024-04-19,SKU-001,DC-06,85,85,1663,0,0,0
2024-04-20,SKU-001,DC-06,166,166,1497,0,0,0
2024-04-21,SKU-001,DC-06,62,62,1435,0,0,0
2024-04-22,SKU-001,DC-06,141,141,1294,0,0,0
2024-04-23,SKU-001,DC-06,239,239,1055,0,0,0
2024-04-24,SKU-001,DC-06,71,71,984,0,0,0
2024-04-25,SKU-001,DC-06,174,174,810,0,0,0
2024-04-26,SKU-001,DC-06,196,196,614,0,0,0
2024-04-27,SKU-001,DC-06,133,133,481,0,0,0
2024-04-28,SKU-001,DC-06,84,84,397,0,0,2101
2024-04-29,SKU-001,DC-06,186,186,211,0,0,0
2024-04-30,SKU-001,DC-06,273,211,0,62,0,0
2024-05-01,SKU-001,DC-06,311,0,0,311,0,0
2024-05-02,SKU-001,DC-06,146,146,1955,0,2101,0
2024-05-03,SKU-001,DC-06,243,243,1712,0,0,0
2024-05-04,SKU-001,DC-06,85,85,1627,0,0,0
2024-05-05,SKU-001,DC-06,137,137,1490,0,0,0
2024-05-06,SKU-001,DC-06,185,185,1305,0,0,0
2024-05-07,SKU-001,DC-06,168,168,1137,0,0,0
2024-05-08,SKU-001,DC-06,288,288,849,0,0,0
2024-05-09,SKU-001,DC-06,209,209,640,0,0,0
2024-05-10,SKU-001,DC-06,116,116,524,0,0,0
2024-05-11,SKU-001,DC-06,67,67,457,0,0,0
2024-05-12,SKU-001,DC-06,163,163,294,0,0,2204
2024-05-13,SKU-001,DC-06,392,294,0,98,0,0
2024-05-14,SKU-001,DC-06,166,0,0,166,0,0
2024-05-15,SKU-001,DC-06,108,0,0,108,0,0
2024-05-16,SKU-001,DC-06,164,164,2040,0,2204,0
2024-05-17,SKU-001,DC-06,160,160,1880,0,0,0
2024-05-18,SKU-001,DC-06,179,179,1701,0,0,0
2024-05-19,SKU-001,DC-06,50,50,1651,0,0,0
2024-05-20,SKU-001,DC-06,84,84,1567,0,0,0
2024-05-21,SKU-001,DC-06,197,197,1370,0,0,0
2024-05-22,SKU-001,DC-06,134,134,1236,0,0,0
2024-05-23,SKU-001,DC-06,68,68,1168,0,0,0
2024-05-24,SKU-001,DC-06,131,131,1037,0,0,0
2024-05-25,SKU-001,DC-06,95,95,942,0,0,0
2024-05-26,SKU-001,DC-06,97,97,845,0,0,1653
2024-05-27,SKU-001,DC-06,140,140,705,0,0,0
2024-05-28,SKU-001,DC-06,137,137,568,0,0,0
2024-05-29,SKU-001,DC-06,152,152,416,0,0,0
2024-05-30,SKU-001,DC-06,305,305,1764,0,1653,0
2024-05-31,SKU-001,DC-06,187,187,1577,0,0,0
2024-06-01,SKU-001,DC-06,112,112,1465,0,0,0
2024-06-02,SKU-001,DC-06,126,126,1339,0,0,0
2024-06-03,SKU-001,DC-06,175,175,1164,0,0,0
2024-06-04,SKU-001,DC-06,122,122,1042,0,0,0
2024-06-05,SKU-001,DC-06,208,208,834,0,0,0
2024-06-06,SKU-001,DC-06,122,122,712,0,0,0
2024-06-07,SKU-001,DC-06,194,194,518,0,0,0
2024-06-08,SKU-001,DC-06,90,90,428,0,0,0
2024-06-09,SKU-001,DC-06,60,60,368,0,0,2130
2024-06-10,SKU-001,DC-06,195,195,173,0,0,0
2024-06-11,SKU-001,DC-06,82,82,91,0,0,0
2024-06-12,SKU-001,DC-06,192,91,0,101,0,0
2024-06-13,SKU-001,DC-06,151,151,1979,0,2130,0
2024-06-14,SKU-001,DC-06,166,166,1813,0,0,0
2024-06-15,SKU-001,DC-06,117,117,1696,0,0,0
2024-06-16,SKU-001,DC-06,102,102,1594,0,0,0
2024-06-17,SKU-001,DC-06,97,97,1497,0,0,0
2024-06-18,SKU-001,DC-06,290,290,1207,0,0,0
2024-06-19,SKU-001,DC-06,162,162,1045,0,0,0
2024-06-20,SKU-001,DC-06,154,154,891,0,0,0
2024-06-21,SKU-001,DC-06,187,187,704,0,0,0
2024-06-22,SKU-001,DC-06,109,109,595,0,0,0
2024-06-23,SKU-001,DC-06,89,89,506,0,0,1992
2024-06-24,SKU-001,DC-06,138,138,368,0,0,0
2024-06-25,SKU-001,DC-06,186,186,182,0,0,0
2024-06-26,SKU-001,DC-06,67,67,115,0,0,0
2024-06-27,SKU-001,DC-06,201,201,1906,0,1992,0
2024-06-28,SKU-001,DC-06,100,100,1806,0,0,0
2024-06-29,SKU-001,DC-06,73,73,1733,0,0,0
2024-06-30,SKU-001,DC-06,98,98,1635,0,0,0
2024-07-01,SKU-001,DC-06,127,127,1508,0,0,0
2024-07-02,SKU-001,DC-06,176,176,1332,0,0,0
2024-07-03,SKU-001,DC-06,205,205,1127,0,0,0
2024-07-04,SKU-001,DC-06,206,206,921,0,0,0
2024-07-05,SKU-001,DC-06,114,114,807,0,0,0
2024-07-06,SKU-001,DC-06,59,59,748,0,0,0
2024-07-07,SKU-001,DC-06,38,38,710,0,0,1788
2024-07-08,SKU-001,DC-06,39,39,671,0,0,0
2024-07-09,SKU-001,DC-06,98,98,573,0,0,0
2024-07-10,SKU-001,DC-06,114,114,459,0,0,0
2024-07-11,SKU-001,DC-06,272,272,1975,0,1788,0
2024-07-12,SKU-001,DC-06,181,181,1794,0,0,0
2024-07-13,SKU-001,DC-06,149,149,1645,0,0,0
2024-07-14,SKU-001,DC-06,127,127,1518,0,0,0
2024-07-15,SKU-001,DC-06,140,140,1378,0,0,0
2024-07-16,SKU-001,DC-06,311,311,1067,0,0,0
2024-07-17,SKU-001,DC-06,165,165,902,0,0,0
2024-07-18,SKU-001,DC-06,237,237,665,0,0,0
2024-07-19,SKU-001,DC-06,103,103,562,0,0,0
2024-07-20,SKU-001,DC-06,59,59,503,0,0,0
2024-07-21,SKU-001,DC-06,54,54,449,0,0,2049
2024-07-22,SKU-001,DC-06,202,202,247,0,0,0
2024-07-23,SKU-001,DC-06,203,203,44,0,0,0
2024-07-24,SKU-001,DC-06,466,44,0,422,0,0
2024-07-25,SKU-001,DC-06,123,123,1926,0,2049,0
2024-07-26,SKU-001,DC-06,121,121,1805,0,0,0
2024-07-27,SKU-001,DC-06,40,40,1765,0,0,0
2024-07-28,SKU-001,DC-06,191,191,1574,0,0,0
2024-07-29,SKU-001,DC-06,174,174,1400,0,0,0
2024-07-30,SKU-001,DC-06,288,288,1112,0,0,0
2024-07-31,SKU-001,DC-06,253,253,859,0,0,0
2024-08-01,SKU-001,DC-06,153,153,706,0,0,0
2024-08-02,SKU-001,DC-06,219,219,487,0,0,0
2024-08-03,SKU-001,DC-06,119,119,368,0,0,0
2024-08-04,SKU-001,DC-06,53,53,315,0,0,2183
2024-08-05,SKU-001,DC-06,203,203,112,0,0,0
2024-08-06,SKU-001,DC-06,183,112,0,71,0,0
2024-08-07,SKU-001,DC-06,181,0,0,181,0,0
2024-08-08,SKU-001,DC-06,168,168,2015,0,2183,0
2024-08-09,SKU-001,DC-06,198,198,1817,0,0,0
2024-08-10,SKU-001,DC-06,73,73,1744,0,0,0
2024-08-11,SKU-001,DC-06,95,95,1649,0,0,0
2024-08-12,SKU-001,DC-06,67,67,1582,0,0,0
2024-08-13,SKU-001,DC-06,170,170,1412,0,0,0
2024-08-14,SKU-001,DC-06,232,232,1180,0,0,0
2024-08-15,SKU-001,DC-06,317,317,863,0,0,0
2024-08-16,SKU-001,DC-06,92,92,771,0,0,0
2024-08-17,SKU-001,DC-06,99,99,672,0,0,0
2024-08-18,SKU-001,DC-06,63,63,609,0,0,1889
2024-08-19,SKU-001,DC-06,214,214,395,0,0,0
2024-08-20,SKU-001,DC-06,338,338,57,0,0,0
2024-08-21,SKU-001,DC-06,292,57,0,235,0,0
2024-08-22,SKU-001,DC-06,378,378,1511,0,1889,0
2024-08-23,SKU-001,DC-06,154,154,1357,0,0,0
2024-08-24,SKU-001,DC-06,162,162,1195,0,0,0
2024-08-25,SKU-001,DC-06,105,105,1090,0,0,1408
2024-08-26,SKU-001,DC-06,218,218,872,0,0,0
2024-08-27,SKU-001,DC-06,128,128,744,0,0,0
2024-08-28,SKU-001,DC-06,193,193,551,0,0,0
2024-08-29,SKU-001,DC-06,185,185,1774,0,1408,0
2024-08-30,SKU-001,DC-06,307,307,1467,0,0,0
2024-08-31,SKU-001,DC-06,143,143,1324,0,0,0
2024-09-01,SKU-001,DC-06,188,188,1136,0,0,0
2024-09-02,SKU-001,DC-06,157,157,979,0,0,0
2024-09-03,SKU-001,DC-06,77,77,902,0,0,0
2024-09-04,SKU-001,DC-06,57,57,845,0,0,0
2024-09-05,SKU-001,DC-06,242,242,603,0,0,0
2024-09-06,SKU-001,DC-06,274,274,329,0,0,0
2024-09-07,SKU-001,DC-06,131,131,198,0,0,0
2024-09-08,SKU-001,DC-06,97,97,101,0,0,2397
2024-09-09,SKU-001,DC-06,231,101,0,130,0,0
2024-09-10,SKU-001,DC-06,137,0,0,137,0,0
2024-09-11,SKU-001,DC-06,92,0,0,92,0,0
2024-09-12,SKU-001,DC-06,289,289,2108,0,2397,0
2024-09-13,SKU-001,DC-06,136,136,1972,0,0,0
2024-09-14,SKU-001,DC-06,137,137,1835,0,0,0
2024-09-15,SKU-001,DC-06,44,44,1791,0,0,0
2024-09-16,SKU-001,DC-06,207,207,1584,0,0,0
2024-09-17,SKU-001,DC-06,167,167,1417,0,0,0
2024-09-18,SKU-001,DC-06,152,152,1265,0,0,0
2024-09-19,SKU-001,DC-06,178,178,1087,0,0,0
2024-09-20,SKU-001,DC-06,220,220,867,0,0,0
2024-09-21,SKU-001,DC-06,155,155,712,0,0,0
2024-09-22,SKU-001,DC-06,48,48,664,0,0,1834
2024-09-23,SKU-001,DC-06,95,95,569,0,0,0
2024-09-24,SKU-001,DC-06,214,214,355,0,0,0
2024-09-25,SKU-001,DC-06,146,146,209,0,0,0
2024-09-26,SKU-001,DC-06,236,236,1807,0,1834,0
2024-09-27,SKU-001,DC-06,185,185,1622,0,0,0
2024-09-28,SKU-001,DC-06,76,76,1546,0,0,0
2024-09-29,SKU-001,DC-06,101,101,1445,0,0,0
2024-09-30,SKU-001,DC-06,104,104,1341,0,0,0
2024-10-01,SKU-001,DC-06,149,149,1192,0,0,0
2024-10-02,SKU-001,DC-06,336,336,856,0,0,0
2024-10-03,SKU-001,DC-06,136,136,720,0,0,0
2024-10-04,SKU-001,DC-06,184,184,536,0,0,0
2024-10-05,SKU-001,DC-06,102,102,434,0,0,0
2024-10-06,SKU-001,DC-06,116,116,318,0,0,2180
2024-10-07,SKU-001,DC-06,343,318,0,25,0,0
2024-10-08,SKU-001,DC-06,304,0,0,304,0,0
2024-10-09,SKU-001,DC-06,384,0,0,384,0,0
2024-10-10,SKU-001,DC-06,274,274,1906,0,2180,0
2024-10-11,SKU-001,DC-06,209,209,1697,0,0,0
2024-10-12,SKU-001,DC-06,199,199,1498,0,0,0
2024-10-13,SKU-001,DC-06,311,311,1187,0,0,0
2024-10-14,SKU-001,DC-06,165,165,1022,0,0,0
2024-10-15,SKU-001,DC-06,135,135,887,0,0,0
2024-10-16,SKU-001,DC-06,258,258,629,0,0,0
2024-10-17,SKU-001,DC-06,184,184,445,0,0,0
2024-10-18,SKU-001,DC-06,341,341,104,0,0,0
2024-10-19,SKU-001,DC-06,86,86,18,0,0,0
2024-10-20,SKU-001,DC-06,120,18,0,102,0,2498
2024-10-21,SKU-001,DC-06,229,0,0,229,0,0
2024-10-22,SKU-001,DC-06,211,0,0,211,0,0
2024-10-23,SKU-001,DC-06,224,0,0,224,0,0
2024-10-24,SKU-001,DC-06,355,355,2143,0,2498,0
2024-10-25,SKU-001,DC-06,300,300,1843,0,0,0
2024-10-26,SKU-001,DC-06,271,271,1572,0,0,0
2024-10-27,SKU-001,DC-06,176,176,1396,0,0,0
2024-10-28,SKU-001,DC-06,199,199,1197,0,0,0
2024-10-29,SKU-001,DC-06,140,140,1057,0,0,0
2024-10-30,SKU-001,DC-06,156,156,901,0,0,0
2024-10-31,SKU-001,DC-06,435,435,466,0,0,0
2024-11-01,SKU-001,DC-06,368,368,98,0,0,0
2024-11-02,SKU-001,DC-06,182,98,0,84,0,0
2024-11-03,SKU-001,DC-06,193,0,0,193,0,2498
2024-11-04,SKU-001,DC-06,272,0,0,272,0,0
2024-11-05,SKU-001,DC-06,203,0,0,203,0,0
2024-11-06,SKU-001,DC-06,312,0,0,312,0,0
2024-11-07,SKU-001,DC-06,309,309,2189,0,2498,0
2024-11-08,SKU-001,DC-06,347,347,1842,0,0,0
2024-11-09,SKU-001,DC-06,132,132,1710,0,0,0
2024-11-10,SKU-001,DC-06,150,150,1560,0,0,0
2024-11-11,SKU-001,DC-06,235,235,1325,0,0,0
2024-11-12,SKU-001,DC-06,422,422,903,0,0,0
2024-11-13,SKU-001,DC-06,365,365,538,0,0,0
2024-11-14,SKU-001,DC-06,393,393,145,0,0,0
2024-11-15,SKU-001,DC-06,151,145,0,6,0,0
